,Station location,BiciMAD station,dock_bikes,Place of interest,Place address,Type of place,distance
405977,Calle Caramuel nº 51,Caramuel,14,Fusilamiento de Ocho Carmelitas,C Monseñor Óscar Romero ,Monumentos de la ciudad de Madrid,3976.664318634269
205274,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fusilamientos Montaña Príncipe Pío,C Francisco y Jacinto Alcántara 1,Monumentos de la ciudad de Madrid,482.7340494223278
48927,Calle Jesús nº 1,Huertas,10,Félix Lope de Vega Carpio,C Huertas 49,Monumentos de la ciudad de Madrid,143.19187301451572
54304,Calle Pavía nº 6,San Quintín,6,Félix Lope de Vega Carpio,Pza Encarnación ,Monumentos de la ciudad de Madrid,44.24059011438942
405538,Calle Caramuel nº 51,Caramuel,14,Félix Rodríguez de la Fuente,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ,Monumentos de la ciudad de Madrid,3673.6864570459534
452129,Calle Santa Hortensia nº 31,Corazón de María,6,Félix Rodríguez de la Fuente,PARQUE FELIX RODRIGUEZ DE LA FUENTE ,Monumentos de la ciudad de Madrid,978.5650262916265
226779,Paseo de la Florida nº 8,Paseo de la Florida,11,Galería de grutas del jardín de Felipe II,Pº Embarcadero ,Monumentos de la ciudad de Madrid,362.11314912332546
303836,Calle Segovia nº 45,Segovia 45,11,Galería mirador,Pza Gabriel Miró ,Monumentos de la ciudad de Madrid,230.0274802865184
61917,Plaza de Jacinto Benavente,Jacinto Benavente,19,Galicia en Madrid,Pza Jacinto Benavente ,Monumentos de la ciudad de Madrid,27.006953692607723
368350,Calle General Ampudia nº 2,San Francisco de Sales,4,Gallia,C Guzmán el Bueno 133,Monumentos de la ciudad de Madrid,229.42630213659308
79839,Calle Mesón de Paredes nº 35,Plaza de Nelson Mandela,8,Gaspar Melchor de Jovellanos,C Juanelo 18,Monumentos de la ciudad de Madrid,281.12283893022095
65504,Plaza de Ramales,Plaza Ramales,8,Gaspar Núñez de Arce,C Cruzada 4,Monumentos de la ciudad de Madrid,35.45747281960241
165857,Calle Goya nº 1,Plaza de Colón,4,Gaviota,PASEO CASTELLANA 1,Monumentos de la ciudad de Madrid,156.2783815527671
463330,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,General Bernardo O´Higgins,Pza Chile ,Monumentos de la ciudad de Madrid,699.9523673492656
115683,Calle Antonio Maura nº 15,Antonio Maura,9,General Francisco Morazán,Pza Honduras ,Monumentos de la ciudad de Madrid,596.2149621359953
169444,Calle Claudio Coello nº 109,Villanueva,10,General Ibáñez de Ibero,C Jorge Juan 8,Monumentos de la ciudad de Madrid,132.02960724636299
198117,Paseo de Moret nº 2,Moncloa,13,General Manuel Cassola,Pº Moret ,Monumentos de la ciudad de Madrid,129.96895215288507
452582,Calle Santa Hortensia nº 31,Corazón de María,6,General Martín Miguel de Güemes,PLAZA CIUDAD DE SALTA 1,Monumentos de la ciudad de Madrid,1274.4145741142847
151527,Avenida de Menéndez Pelayo esquina calle O'Donnell,Puerta de Madrid,10,General Martínez Campos,Pza Guatemala ,Monumentos de la ciudad de Madrid,425.55382916374634
217832,Calle Méndez Álvaro nº 11,Méndez Álvaro,15,General Vara de Rey y Héroes del Caney,Avda Ciudad de Barcelona 4,Monumentos de la ciudad de Madrid,526.355270597987
413161,Calle Arroyo del Olivar nº 6,Concordia,6,Geometría Natural,C Sierra de Molina ,Monumentos de la ciudad de Madrid,534.1985791592116
147946,Calle Pío Baroja nº 10,Pío Baroja,20,Gerardo Diego,C Pío Baroja 4,Monumentos de la ciudad de Madrid,81.90785375756762
368363,Calle General Ampudia nº 2,San Francisco de Sales,4,Germania,CALLE GUZMAN EL BUENO 133,Monumentos de la ciudad de Madrid,242.84970401391277
457964,Avenida Pío XII nº 3,Pío XII,11,Gloria Fuertes,PLAZA PERU 1,Monumentos de la ciudad de Madrid,34.14807568870496
63726,Plaza del Cordón,Plaza del Cordón,18,Gonzalo Ceballos,Pza Cordón 2,Monumentos de la ciudad de Madrid,21.773977177286746
119279,Calle Espalter nº 1,Espalter,7,Goya,C Felipe IV ,Monumentos de la ciudad de Madrid,281.7389417621848
205296,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Goya,C Francisco y Jacinto Alcántara ,Monumentos de la ciudad de Madrid,506.561228363756
466929,Avenida de la Complutense (Metro Ciudad Universitaria),Ciudad Universitaria 2,12,Gregorio Marañón,Pza Ramón y Cajal ,Monumentos de la ciudad de Madrid,214.4855863245583
472306,Calle Zurbano nº 90,Zurbano,6,Gregorio Marañón,PASEO CASTELLANA 53,Monumentos de la ciudad de Madrid,152.24507818236313
268019,Calle María Francisca nº 1,María Francisca 1,2,Gregorio Ordóñez,CALLE PRINCIPE DE VERGARA 142,Monumentos de la ciudad de Madrid,103.6289697052999
413173,Calle Arroyo del Olivar nº 6,Concordia,6,Grupo escultórico C. Especialidades V. Soldevilla I,C Sierra de Alquife 8,Monumentos de la ciudad de Madrid,565.7366353903592
413174,Calle Arroyo del Olivar nº 6,Concordia,6,Grupo escultórico C. Especialidades V. Soldevilla II,CALLE SIERRA DE ALQUIFE 8,Monumentos de la ciudad de Madrid,556.5980476484809
393460,Calle Pedro Rico nº 4,Pedro Rico,13,Grupo escultórico a la Universidad en Cantoblanco, ,Monumentos de la ciudad de Madrid,7092.213724041082
386295,Calle Antonio López nº 129,Glorieta de Cádiz,7,Grupo escultórico mujer y tortuga,Pº Alberto Palacios 1,Monumentos de la ciudad de Madrid,4842.365426970463
389880,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Gruta de la Fuente de las Ranas, ,Monumentos de la ciudad de Madrid,5891.691612666174
389881,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Gruta del Laberinto, ,Monumentos de la ciudad de Madrid,5837.726271202214
187386,Calle Serrano nº 54,Serrano,9,Guillermo Fernández Shaw,C Claudio Coello 60,Monumentos de la ciudad de Madrid,210.10910210252632
115707,Calle Antonio Maura nº 15,Antonio Maura,9,Gundemaro,Pº República Argentina ,Monumentos de la ciudad de Madrid,139.37664978159555
336124,Calle Sancho Dávila esquina Paseo Marqués de Zafra,Quinta Fuente del Berro,9,Gustavo Adolfo Bécquer, ,Monumentos de la ciudad de Madrid,172.69371158779586
94205,Plaza de Santa Ana nº 10,Plaza de Santa Ana,22,Gustavo Adolfo Bécquer,CALLE HUERTAS 20,Monumentos de la ciudad de Madrid,105.52532067623837
54765,Calle Pavía nº 6,San Quintín,6,Gómez de la Serna Ramon,C Guillermo Rolland 7,Monumentos de la ciudad de Madrid,156.30627262563695
255486,Avenida del Doctor Arce nº 45,Doctor Arce 45,9,Haciendo futuro,CALLE PRINCIPE DE VERGARA 156,Monumentos de la ciudad de Madrid,244.49508042996297
389889,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Hermanos Falcó y Álvarez de Toledo,PLAZA MAYOR DE BARAJAS 1,Monumentos de la ciudad de Madrid,8548.044556200537
203522,Paseo de Moret nº 11,Paseo de Moret,13,Hernán Cortés,Avda Séneca 4,Monumentos de la ciudad de Madrid,467.5278368393074
18952,Calle Marqués de la Ensenada nº 16,Marqués de la Ensenada,0,Herón,PLAZA COLON 2,Monumentos de la ciudad de Madrid,141.23991255410246
427529,Paseo Imperial nº 20,Paseo Imperial,10,Hexaedro o cubo-Tierra, ,Monumentos de la ciudad de Madrid,370.6518248896346
368394,Calle General Ampudia nº 2,San Francisco de Sales,4,Hiberia,CALLE GUZMAN EL BUENO 133,Monumentos de la ciudad de Madrid,242.84970401391277
54795,Calle Pavía nº 6,San Quintín,6,Hilarión Eslava y Emilio Arrieta,C San Quintín 8,Monumentos de la ciudad de Madrid,124.7821343354131
182028,Calle Alcalá nº 95,Velázquez,22,Hipólito Yrigoyen,Gta 12 de octubre de 1492 ,Monumentos de la ciudad de Madrid,428.40545540310836
470541,Avenida Complutense nº 23,Facultad Derecho,5,Hispanidad,AVENIDA VICTORIA 2,Monumentos de la ciudad de Madrid,9821.672715264447
395278,Calle Camino de los Vinateros nº 28,Camino Vinateros,3,Hogar Ferroviario-Trenes,C Manuel María Arrillaga s/n,Monumentos de la ciudad de Madrid,470.7786052150941
69136,Carrera de San Francisco nº 1,Plaza de los Carros,20,Hombre Sentado,Pza Paja ,Monumentos de la ciudad de Madrid,144.93505065994546
411407,Calle San Delfín nº 9,San Delfín,17,Hombre con niño,C Antonio López ,Monumentos de la ciudad de Madrid,20.582288664201812
375569,Calle Azucenas nº 1,Remonta,2,Hombres y Proporciones,PASAJE MAESTROS LADRILLEROS 1,Monumentos de la ciudad de Madrid,219.0738675974049
413202,Calle Arroyo del Olivar nº 6,Concordia,6,Homenaje a García Lorca - Arco en el pentágono,C Puerto del Milagro ,Monumentos de la ciudad de Madrid,1293.4998271066916
413203,Calle Arroyo del Olivar nº 6,Concordia,6,Homenaje a Goya - La Maja desnuda,Trav Felipe de Diego 19,Monumentos de la ciudad de Madrid,1792.8925360720318
341526,Avenida de Daroca nº 2,Puente de Ventas,7,Homenaje a Lissitzky,Pº Pirala ,Monumentos de la ciudad de Madrid,85.3260470753679
393495,Calle Pedro Rico nº 4,Pedro Rico,13,Homenaje a Miró, ,Monumentos de la ciudad de Madrid,1528.3840323368108
425752,Calle Sodio nº 1B,Embajadores 191,6,Homenaje a Pío Baroja,Avda Andalucía ,Monumentos de la ciudad de Madrid,3131.7699358320365
122900,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Homenaje a la Mar,Pº Venezuela ,Monumentos de la ciudad de Madrid,543.7016206881755
268053,Calle María Francisca nº 1,María Francisca 1,2,Homenaje a la Música,PLAZA ANDRES SEGOVIA 1,Monumentos de la ciudad de Madrid,126.8636353182978
465177,Avenida de la Complutense (Metro Ciudad Universitaria),Ciudad Universitaria 1,0,Homenaje victimas del 11-M,Avda Complutense ,Monumentos de la ciudad de Madrid,67.36800573980425
302107,Calle Segovia nº 26,Segovia 26,8,Humanistas Españoles,C Villa 2,Monumentos de la ciudad de Madrid,114.19130676000778
400668,Calle Hacienda de Pavones nº 342,Pavones,8,Humilladero de la ermita del Santo Cristo de la Guía,CALLE CASALARREINA 26,Monumentos de la ciudad de Madrid,2543.964911561112
398877,Calle Arroyo de las Pilillas nº 6,Plaza del Encuentro,12,Hypnos,C Las Marismas 41,Monumentos de la ciudad de Madrid,525.975729763172
122879,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Hércules y el León de Nemea,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,308.95595250259424
130048,Avenida de Menéndez Pelayo nº 73,Puerta del Pacífico ,21,Hércules y la Hidra de Lerna,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,279.0101324404566
60167,Calle Carretas nº 8,Carretas,0,Héroes Populares del Dos de Mayo,Pza Puerta del Sol 8,Monumentos de la ciudad de Madrid,74.00261388162224
393475,Calle Pedro Rico nº 4,Pedro Rico,13,Héroes de la Independencia de 1808,C Isla de Java ,Monumentos de la ciudad de Madrid,1258.5611213187285
54788,Calle Pavía nº 6,San Quintín,6,Héroes del Dos de Mayo,C Bailén ,Monumentos de la ciudad de Madrid,237.75540049220456
201733,Calle Arcipreste de Hita nº 12,Arcipreste de Hita B,11,Héroes del Plus Ultra,C Princesa 92,Monumentos de la ciudad de Madrid,69.95977059206484
56582,Calle Mayor nº 20,Calle Mayor,15,Héroes del Siete de Julio,C Mayor 24,Monumentos de la ciudad de Madrid,133.7902497707518
391706,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Hórreo del pabellón de Pontevedra,C Ganadería ,Monumentos de la ciudad de Madrid,394.023278266997
309278,Paseo de la Esperanza nº 21,Paseo de la Esperanza,16,Icosaedro-Agua,Pº Doctor Vallejo Nájera ,Monumentos de la ciudad de Madrid,57.698575286143544
4641,Calle Miguel Moya nº 1,Miguel Moya,12,Iglesia Ntra. Sra. Buena Dicha,C Silva 21,Monumentos de la ciudad de Madrid,116.82687419622974
4642,Calle Miguel Moya nº 1,Miguel Moya,12,Iglesia Nuestra Señora Buena Dicha. Lápida conmemorativa,C Silva 21,Monumentos de la ciudad de Madrid,118.28498121848494
251941,Paseo de la Habana nº 42,Paseo de la Habana 42,10,Iglesia Sagrados Corazones,PLAZA SAGRADOS CORAZONES 1,Monumentos de la ciudad de Madrid,270.0169108108902
79910,Calle Mesón de Paredes nº 35,Plaza de Nelson Mandela,8,Iglesia San Cayetano,C Embajadores 15,Monumentos de la ciudad de Madrid,198.73520609812607
45863,Plaza de Celenque nº 1,Plaza de Celenque B,6,Iglesia San Ginés,CALLE ARENAL 13,Monumentos de la ciudad de Madrid,71.72215828788258
17192,Plaza de San Miguel nº 9,Plaza de San Miguel,15,Iglesia San Salvador,C Mayor 70,Monumentos de la ciudad de Madrid,89.5490808905295
302121,Calle Segovia nº 26,Segovia 26,8,Iglesia Santa María la Real de la Almudena,C Mayor 88,Monumentos de la ciudad de Madrid,160.92846010556093
22559,Calle San Bernardo nº 85,San Hermenegildo,11,Iglesia de Montserrat,C San Bernardo 79,Monumentos de la ciudad de Madrid,88.03218485761761
438304,Avenida Bruselas nº 56,Avenida Bruselas,5,Iglesia de San Juan Evangelista,Pza Venecia 1,Monumentos de la ciudad de Madrid,295.9507673555857
65571,Plaza de Ramales,Plaza Ramales,8,Iglesia parroquial de San Juan,Pza Ramales 1,Monumentos de la ciudad de Madrid,36.91478165827951
65572,Plaza de Ramales,Plaza Ramales,8,Iglesia parroquial de Santiago,C Santiago 4,Monumentos de la ciudad de Madrid,101.4947901443959
67371,Plaza de San Francisco nº 5,Plaza de San Francisco,13,Ignacio Zuloaga,Pza Gabriel Miró ,Monumentos de la ciudad de Madrid,243.87645820511747
10026,Calle Fuencarral nº 108,Fuencarral,15,Ignacio de Valentín-Gamazo,CALLE LUCHANA 1,Monumentos de la ciudad de Madrid,99.21518422685256
400684,Calle Hacienda de Pavones nº 342,Pavones,8,Ilusión truncada Monumento víctimas 11-M,Avda Santa Eugenia ,Monumentos de la ciudad de Madrid,3307.381553159919
327213,Calle Retama nº 5,Méndez Álvaro,8,Imax,C Meneses ,Monumentos de la ciudad de Madrid,713.1001586225467
386350,Calle Antonio López nº 129,Glorieta de Cádiz,7,Imprenta,Avda Eduardo Barreiros 6,Monumentos de la ciudad de Madrid,1888.1382479454332
76335,Calle Atocha nº 95,Santa Isabel,20,Imprenta Juan de la Cuesta,C Atocha 87,Monumentos de la ciudad de Madrid,146.82592258772183
76336,Calle Atocha nº 95,Santa Isabel,20,Imprenta Juan de la Cuesta,C San Eugenio 7,Monumentos de la ciudad de Madrid,40.153655739460845
203569,Paseo de Moret nº 11,Paseo de Moret,13,Inauguración Colegio Mayor Iberoamericano Nuestra Señora de Guadalupe,Avda Séneca 6,Monumentos de la ciudad de Madrid,489.71002792356694
463411,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Inauguración Parque Cuarto Depósito CYII,CARRETERA CASTILLA 12,Monumentos de la ciudad de Madrid,1414.568412018365
379188,Paseo Castellana (Fundación Canal),Plaza de Castilla 2,18,Inauguración Parque Cuarto Depósito CYII,Ctra Castilla 9,Monumentos de la ciudad de Madrid,195.6494991372462
153394,Plaza Cibeles,Cibeles,6,Inauguración del Banco España,Pº Prado 2,Monumentos de la ciudad de Madrid,69.42068676415667
273461,Plaza de San Juan de la Cruz nº 11,Plaza de San Juan de la Cruz,11,Indalecio Prieto,PASEO CASTELLANA 63,Monumentos de la ciudad de Madrid,130.5897337363107
273462,Plaza de San Juan de la Cruz nº 11,Plaza de San Juan de la Cruz,11,Indalecio Prieto Tuero,PLAZA SAN JUAN DE LA CRUZ 1,Monumentos de la ciudad de Madrid,76.96888284083074
205367,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Infanta Doña Isabel de Borbón,Pº Pintor Rosales ,Monumentos de la ciudad de Madrid,117.53442775061966
205368,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Inmaculada,C Francisco y Jacinto Alcántara ,Monumentos de la ciudad de Madrid,495.0091157916038
450873,Calle Serrano nº 113B,Serrano 113,16,Instituto Científico Weizmann,CALLE SERRANO 117,Monumentos de la ciudad de Madrid,214.58340220133252
62010,Plaza de Jacinto Benavente,Jacinto Benavente,19,Instituto Industrial Isabel II,C Doctor Cortezo 4,Monumentos de la ciudad de Madrid,91.05808664539776
463419,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Instituto Nacional de Educación Física,C Martín Fierro ,Monumentos de la ciudad de Madrid,339.27741750039417
165949,Calle Goya nº 1,Plaza de Colón,4,Iris,Pº Castellana ,Monumentos de la ciudad de Madrid,49.92157210382688
42302,Calle Carlos III nº 1,Palacio de Oriente,9,Isabel II,Pza Isabel II ,Monumentos de la ciudad de Madrid,117.355685213579
226879,Paseo de la Florida nº 8,Paseo de la Florida,11,Isabel II, ,Monumentos de la ciudad de Madrid,578.2013177884286
165954,Calle Goya nº 1,Plaza de Colón,4,Isabel la Católica,PASEO CASTELLANA 1,Monumentos de la ciudad de Madrid,156.2783815527671
54848,Calle Pavía nº 6,San Quintín,6,Isabel la Católica, ,Monumentos de la ciudad de Madrid,319.36734790598723
198209,Paseo de Moret nº 2,Moncloa,13,Isabel la Católica,Avda Reyes Católicos ,Monumentos de la ciudad de Madrid,343.9282645001153
160579,Calle Goya nº 18,General Pardiñas,11,Ivo Andric,C Velázquez 27,Monumentos de la ciudad de Madrid,81.94818056832783
355998,Calle Suero de Quiñones nº 2,Prosperidad,10,J. Marciano Barbero Matos,PLAZA COLEGIO ATENEO POLITECNICO ,Monumentos de la ciudad de Madrid,220.46343687194613
205380,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Jacinto Alcántara, ,Monumentos de la ciudad de Madrid,432.2066617361236
171334,Calle Alcalá nº 111,Castelló,16,Jacinto Benavente,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
94277,Plaza de Santa Ana nº 10,Plaza de Santa Ana,22,Jacinto Benavente,CALLE ATOCHA 26,Monumentos de la ciudad de Madrid,176.66370425519395
122951,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Jacinto Verdaguer,GLORIETA SARDANA ,Monumentos de la ciudad de Madrid,484.4888269929748
40520,Plaza de Santo Domingo nº 1,Santo Domingo,17,Jaime Balmes,C Leganitos 5,Monumentos de la ciudad de Madrid,177.44813649495438
54857,Calle Pavía nº 6,San Quintín,6,Jaime I El Conquistador, ,Monumentos de la ciudad de Madrid,282.59690244557487
203594,Paseo de Moret nº 11,Paseo de Moret,13,"Jaime I El Conquistador, Rey de Aragón",C Francisco y Jacinto Alcántara ,Monumentos de la ciudad de Madrid,378.6971231933382
425804,Calle Sodio nº 1B,Embajadores 191,6,Jardines Manuel González Carmona,C Villafuerte ,Monumentos de la ciudad de Madrid,3739.91494490839
404299,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Jardines del Maestro Padilla, ,Monumentos de la ciudad de Madrid,434.45717571234565
115794,Calle Antonio Maura nº 15,Antonio Maura,9,Jarrones Franceses del Parterre,Pº Parterre ,Monumentos de la ciudad de Madrid,224.1377108463491
171347,Calle Alcalá nº 111,Castelló,16,Jarrones Franceses nuevos del Parterre,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
153421,Plaza Cibeles,Cibeles,6,Jarrones de la Fuente de los Patos,Pº Prado ,Monumentos de la ciudad de Madrid,64.35479998529803
205390,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Jarrones de la Rosaleda,C Rosaleda ,Monumentos de la ciudad de Madrid,210.23265153559166
171343,Calle Alcalá nº 111,Castelló,16,Jarrones de la Rosaleda del Retiro,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
470608,Avenida Complutense nº 23,Facultad Derecho,5,Jarrones del Instituto de Estudios Fiscales,Avda Cardenal Herrera Oria 378,Monumentos de la ciudad de Madrid,3282.276081694881
