,Station location,BiciMAD station,dock_bikes,Place of interest,Place address,Type of place,distance
389645,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente en la avenida de Logroño VI,Avda Logroño 205,Monumentos de la ciudad de Madrid,6664.785309009903
400389,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente en la avenida de la Albufera,Avda Albufera ,Monumentos de la ciudad de Madrid,1635.1764070953643
425478,Calle Sodio nº 1B,Embajadores 191,6,Fuente en la avenida de la Felicidad,Avda Felicidad ,Monumentos de la ciudad de Madrid,3357.355442848157
412935,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la avenida de las Glorietas,C Esteban Carros ,Monumentos de la ciudad de Madrid,2496.183459724753
405777,Calle Caramuel nº 51,Caramuel,14,Fuente en la calle Aceuchal,C Alfaro ,Monumentos de la ciudad de Madrid,2323.097246453131
377106,Paseo de la Castellana nº 216,Plaza de Castilla,11,Fuente en la calle Agustín de Foxá,CALLE AGUSTIN DE FOXA 1,Monumentos de la ciudad de Madrid,109.79695202762122
92179,Ronda de Atocha nº 2,Ronda de Atocha,21,Fuente en la calle Argumosa,C Argumosa ,Monumentos de la ciudad de Madrid,341.85329734524873
412948,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la calle Arroyo del Olivar,C Arroyo del Olivar ,Monumentos de la ciudad de Madrid,34.6406066544585
454165,Calle Rodríguez Jaén nº 40,Chamartín,7,Fuente en la calle Arturo Soria y avenida de San Luis,C Arturo Soria 310,Monumentos de la ciudad de Madrid,1784.190707364125
416534,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente en la calle Batería,CALLE BATERIAS 9,Monumentos de la ciudad de Madrid,276.94920739823556
362775,Glorieta de Quevedo nº 5,Quevedo,18,Fuente en la calle Bravo Murillo,CALLE BRAVO MURILLO 1,Monumentos de la ciudad de Madrid,43.34709344164334
438040,Avenida Bruselas nº 56,Avenida Bruselas,5,Fuente en la calle Brescia,C Brescia 1,Monumentos de la ciudad de Madrid,268.0621249119863
215833,Calle Juan Martín el Empecinado nº 16,Juan Martín,6,Fuente en la calle Canarias,C Canarias 52-54,Monumentos de la ciudad de Madrid,227.32382308300444
405786,Calle Caramuel nº 51,Caramuel,14,Fuente en la calle Caramuel,C Caramuel ,Monumentos de la ciudad de Madrid,330.82728846608694
416539,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente en la calle Condesa de Venadito,C Condesa de Venadito 11,Monumentos de la ciudad de Madrid,347.21547008728714
405788,Calle Caramuel nº 51,Caramuel,14,Fuente en la calle Damasquillo,C Damasquillo 4,Monumentos de la ciudad de Madrid,4920.078628532883
16926,Plaza de San Miguel nº 9,Plaza de San Miguel,15,Fuente en la calle Espejo,C Espejo 8,Monumentos de la ciudad de Madrid,141.31835487867414
432671,Calle Francos Rodríguez nº 62,Francos Rodríguez,2,Fuente en la calle Francos Rodríguez,CALLE FRANCOS RODRIGUEZ 67,Monumentos de la ciudad de Madrid,295.18304863379893
400416,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente en la calle Fuente Carrantona,C Arroyo Fontarrón s/n,Monumentos de la ciudad de Madrid,748.4488590555522
432673,Calle Francos Rodríguez nº 62,Francos Rodríguez,2,Fuente en la calle Ofelia Nieto,CALLE OFELIA NIETO 1,Monumentos de la ciudad de Madrid,404.21206764311495
384290,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente en la calle Vía Lusitana,Avda Vía Lusitana ,Monumentos de la ciudad de Madrid,2904.5902266963976
384285,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente en la calle del Euro,Avda Euro ,Monumentos de la ciudad de Madrid,3861.0485955443937
335907,Calle Sancho Dávila esquina Paseo Marqués de Zafra,Quinta Fuente del Berro,9,Fuente en la entrada principal del parque Fuente del Berro, ,Monumentos de la ciudad de Madrid,363.88364387895274
412964,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la estación Asamblea de Madrid I,Avda Entrevías s/n,Monumentos de la ciudad de Madrid,1317.3717484750641
412965,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la estación Asamblea de Madrid II,Avda Entrevías ,Monumentos de la ciudad de Madrid,1401.3974071664
412966,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la estación Asamblea de Madrid III,Avda Entrevías s/n,Monumentos de la ciudad de Madrid,1447.0618891011243
412967,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la estación Asamblea de Madrid IV,Avda Entrevías s/n,Monumentos de la ciudad de Madrid,1470.651300154584
412968,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente en la estación Asamblea de Madrid V,Avda Entrevías s/n,Monumentos de la ciudad de Madrid,1517.9839804516362
226603,Paseo de la Florida nº 8,Paseo de la Florida,11,Fuente en la glorieta Puerta Moreras,Gta Puerta Moreras ,Monumentos de la ciudad de Madrid,1272.2895375772916
9769,Calle Fuencarral nº 108,Fuencarral,15,Fuente en la glorieta de Bilbao,Gta Bilbao ,Monumentos de la ciudad de Madrid,61.058050413066795
416554,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente en la glorieta de Hamburgo,Gta Hamburgo ,Monumentos de la ciudad de Madrid,4653.123087015768
319788,Calle Alicante nº 3,Beata,16,Fuente en la plaza Beata María Ana de Jesús I,Pza Beata María Ana de Jesús ,Monumentos de la ciudad de Madrid,91.37053353563435
319789,Calle Alicante nº 3,Beata,16,Fuente en la plaza Beata María Ana de Jesús II,Pza Beata María Ana de Jesús ,Monumentos de la ciudad de Madrid,134.55588574253477
425518,Calle Sodio nº 1B,Embajadores 191,6,Fuente en la plaza Chozas de Canales,Pza Chozas de Canales ,Monumentos de la ciudad de Madrid,4160.164440594016
6191,Plaza del Conde del Valle de Súchil nº 3,Plaza Conde Suchil,4,Fuente en la plaza Conde Valle de Suchil,PLAZA CONDE DEL VALLE DE SUCHIL 1,Monumentos de la ciudad de Madrid,83.2383261989136
457776,Avenida Pío XII nº 3,Pío XII,11,Fuente en la plaza Cruz Latina,Pza Cruz Latina ,Monumentos de la ciudad de Madrid,2502.086251023537
389685,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente en la plaza Mayor de Barajas,PLAZA MAYOR DE BARAJAS 1,Monumentos de la ciudad de Madrid,8548.044556200537
389686,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente en la plaza Mora de Rubielos,Pza Mora de Rubielos ,Monumentos de la ciudad de Madrid,3772.4327224586705
389687,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente en la plaza Navío,Pza Navío ,Monumentos de la ciudad de Madrid,6588.015960870158
405816,Calle Caramuel nº 51,Caramuel,14,Fuente en la plaza Patriarca Eijo y Garay,Pza Patriarca Eijo y Garay ,Monumentos de la ciudad de Madrid,1049.8685241251374
457777,Avenida Pío XII nº 3,Pío XII,11,Fuente en la plaza de Villalcázar de Sirga,Pza Villalcázar de Sirga ,Monumentos de la ciudad de Madrid,2265.488635465033
122674,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Fuente en la plaza del Mármol,Pza Mármol ,Monumentos de la ciudad de Madrid,317.3217412623746
470323,Avenida Complutense nº 23,Facultad Derecho,5,Fuente en la plaza del Pardo (antigua plaza del Caudillo),Pza del Pardo ,Monumentos de la ciudad de Madrid,9342.96160986488
36660,Calle Alcalá nº 49,Banco de España A,0,Fuente en la plaza del Rey,Pza Rey ,Monumentos de la ciudad de Madrid,137.56609104356755
307257,Calle Toledo nº 181,Pirámides,8,Fuente en los jardines Doña Concha Piquer, ,Monumentos de la ciudad de Madrid,96.31350689085946
457786,Avenida Pío XII nº 3,Pío XII,11,Fuente en memoria de Pedro Barcina García,Avda San Luis 106,Monumentos de la ciudad de Madrid,2410.520889499714
389691,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente entre dos escaleras en la Quinta de los Molinos,CALLE ALCALA 527,Monumentos de la ciudad de Madrid,1992.918864272834
384316,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente estrellada de la finca Vista Alegre,C Clara Campoamor 10,Monumentos de la ciudad de Madrid,2723.7400027070553
400450,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente monumental en cascada del parque Villa de Vallecas, ,Monumentos de la ciudad de Madrid,3338.0368297185687
212298,Calle Princesa nº 5,Plaza de España B,0,Fuente mural Dr. Jaime Ferrán y Clúa,CALLE PRINCESA 1,Monumentos de la ciudad de Madrid,65.67471927803577
335939,Calle Sancho Dávila esquina Paseo Marqués de Zafra,Quinta Fuente del Berro,9,Fuente mural con escudo de Madrid, ,Monumentos de la ciudad de Madrid,380.02138044832924
65348,Plaza de Ramales,Plaza Ramales,8,Fuente mural de la plaza Biombo,Pza Biombo 4,Monumentos de la ciudad de Madrid,99.22044622571616
405831,Calle Caramuel nº 51,Caramuel,14,Fuente mural de la plaza Sisenando,PLAZA SISENANDO 1,Monumentos de la ciudad de Madrid,788.182308988954
405829,Calle Caramuel nº 51,Caramuel,14,Fuente mural de la plaza de la Palmera,C General Ricardos ,Monumentos de la ciudad de Madrid,3343.5006409528946
68934,Carrera de San Francisco nº 1,Plaza de los Carros,20,Fuente mural de la plaza de los Carros,Pza Carros ,Monumentos de la ciudad de Madrid,23.943976846023574
413000,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente mural del parque Fofó, ,Monumentos de la ciudad de Madrid,1322.8818817593549
416585,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente mural del parque Isabel Clara Eugenia, ,Monumentos de la ciudad de Madrid,3248.764125640398
335947,Calle Sancho Dávila esquina Paseo Marqués de Zafra,Quinta Fuente del Berro,9,Fuente mural en cascada, ,Monumentos de la ciudad de Madrid,224.97796108852717
301902,Calle Segovia nº 26,Segovia 26,8,Fuente mural en la Cuesta de la Vega,Gta Boccherini ,Monumentos de la ciudad de Madrid,231.83268007623872
421967,Avenida Marqués de Corbera nº 12,Marqués de Corbera 12,8,Fuente mural en la Elipa,Avda Marqués de Corbera 10,Monumentos de la ciudad de Madrid,77.09350909365148
411212,Calle San Delfín nº 9,San Delfín,17,Fuente mural en la calle Marcelo Usera,C Manuel Noya ,Monumentos de la ciudad de Madrid,1112.2929762881677
301901,Calle Segovia nº 26,Segovia 26,8,Fuente mural en la calle Segovia,C Segovia 23,Monumentos de la ciudad de Madrid,27.8484181694751
389712,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente neobarroca de la Quinta de los Molinos,CALLE ALCALA 527,Monumentos de la ciudad de Madrid,1992.918864272834
391505,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Fuente neoclásica baja en la avenida Principal de Provincias,C Principal de Provincias ,Monumentos de la ciudad de Madrid,1155.6807795253735
405842,Calle Caramuel nº 51,Caramuel,14,Fuente neoclásica del pabellón de Guadalajara,C Hexágonos ,Monumentos de la ciudad de Madrid,1550.418735598918
391508,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Fuente neoclásica en la avenida Principal de Provincias,C Principal de Provincias ,Monumentos de la ciudad de Madrid,1216.7589792005147
384339,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente neoclásica en la avenida de Oporto,Avda Oporto ,Monumentos de la ciudad de Madrid,1580.6248099054333
391509,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Fuente neoclásica en la calle Vivero,C Principal de Provincias ,Monumentos de la ciudad de Madrid,783.6915655138592
144214,Cuesta de Claudio Moyano,Cuesta de Moyano,21,Fuente nueva de la Alcachofa,Pza Emperador Carlos V ,Monumentos de la ciudad de Madrid,67.02455629589858
384343,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente nueva de la glorieta Marques de Vadillo,Gta Marqués de Vadillo ,Monumentos de la ciudad de Madrid,102.33032621733017
171096,Calle Alcalá nº 111,Castelló,16,Fuente nueva de los Delfines del Parterre,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
470361,Avenida Complutense nº 23,Facultad Derecho,5,Fuente ochavada del jardín de la Quinta del duque de Arco,MONTE EL PARDO ,Monumentos de la ciudad de Madrid,12287.111843858384
405850,Calle Caramuel nº 51,Caramuel,14,Fuente octogonal de la calle Marcelino Camacho (antigua calle Muñoz Grandes),C Marcelino Camacho ,Monumentos de la ciudad de Madrid,2949.657076512074
386139,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuente octogonal de la plaza Ágata I,Pza Ágata ,Monumentos de la ciudad de Madrid,4821.335119704339
386140,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuente octogonal de la plaza Ágata II,Pza Ágata ,Monumentos de la ciudad de Madrid,4811.325955901007
167517,Paseo de Recoletos nº 20,Biblioteca Nacional,2,Fuente octogonal del palacio del marqués de Salamanca,Pº Recoletos ,Monumentos de la ciudad de Madrid,223.4604921848309
411232,Calle San Delfín nº 9,San Delfín,17,Fuente octogonal del parque Olof Palme, ,Monumentos de la ciudad de Madrid,1289.97072973446
389726,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente octogonal del parque del Capricho I, ,Monumentos de la ciudad de Madrid,5599.828053936069
389727,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente octogonal del parque del Capricho II,PARQUE ALAMEDA DE OSUNA ,Monumentos de la ciudad de Madrid,5797.012283733787
400482,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental Copérnico,CALLE ANA MARISCAL 1,Monumentos de la ciudad de Madrid,1440.7209119079544
400483,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental Cordel de Pavones,CALLE CORDEL DE PAVONES 48,Monumentos de la ciudad de Madrid,1674.0793373816125
400485,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental García Lorca-Congosto,C Cogosto ,Monumentos de la ciudad de Madrid,3121.764705710068
232038,Paseo de la Chopera nº 14,Entrada Matadero,19,Fuente ornamental General Maroto,Pza General Maroto ,Monumentos de la ciudad de Madrid,128.47248698996057
425575,Calle Sodio nº 1B,Embajadores 191,6,Fuente ornamental Godella,C Godella 64,Monumentos de la ciudad de Madrid,5188.997777112746
400488,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental I en Vicálvaro,CALLE CASALARREINA 3,Monumentos de la ciudad de Madrid,2846.562125004468
400489,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental II en Vicálvaro,C Casalarreina s/n,Monumentos de la ciudad de Madrid,2303.866107928699
400490,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental III,CALLE CASALARREINA 3,Monumentos de la ciudad de Madrid,2846.562125004468
400491,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental IV en Vicálvaro,C Casalarreina s/n,Monumentos de la ciudad de Madrid,2468.916195400197
400492,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental Ladera de los Almendros,BULEVAR JOSE PRAT 5,Monumentos de la ciudad de Madrid,1110.0005851081203
448877,Paseo de la Castellana nº 298,Manuel Caldeiro,16,Fuente ornamental Las Tablas,AVENIDA CAMINO DE SANTIAGO 1,Monumentos de la ciudad de Madrid,2242.94004210578
402286,Calle Eugenio Caxes frente al nº 12,Antonio López,9,Fuente ornamental Marcelo Usera,C Marcelo Usera 97,Monumentos de la ciudad de Madrid,878.8028187184389
386159,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuente ornamental Mirasierra-Amparo Usera,C Amparo Usera ,Monumentos de la ciudad de Madrid,392.8813875997
400496,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental Pico de Cierva,C Montes de la Barbanza ,Monumentos de la ciudad de Madrid,2927.3212462423485
400497,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental V en Vicálvaro,CALLE CASALARREINA 3,Monumentos de la ciudad de Madrid,2846.562125004468
400499,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental VI en Vicálvaro,C Casalarreina s/n,Monumentos de la ciudad de Madrid,2576.3157298781125
400498,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental Valderrebollo,C Tineo ,Monumentos de la ciudad de Madrid,2978.590026134571
400481,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente ornamental bulevar José Prat,BULEVAR INDALECIO PRIETO 15,Monumentos de la ciudad de Madrid,1640.188339319753
404068,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Fuente ornamental del parque Cuña Verde,PARQUE CUÑA VERDE ,Monumentos de la ciudad de Madrid,179.52956631911366
303739,Calle Segovia nº 45,Segovia 45,11,Fuente pilón Campo del Moro,PASEO BAJO DE LA VIRGEN DEL PUERTO 1,Monumentos de la ciudad de Madrid,465.20960113453816
301949,Calle Segovia nº 26,Segovia 26,8,Fuente pilón Cuesta Ciegos,Ctra Ciegos ,Monumentos de la ciudad de Madrid,155.40409654948877
67198,Plaza de San Francisco nº 5,Plaza de San Francisco,13,Fuente pilón Vistillas,Pza Gabriel Miró ,Monumentos de la ciudad de Madrid,239.21907475687678
68988,Carrera de San Francisco nº 1,Plaza de los Carros,20,Fuente pilón circular de la plaza de los Carros,Pza Carros ,Monumentos de la ciudad de Madrid,38.14512832016212
15237,Plaza de Alonso Martínez nº 5,Alonso Martínez,8,Fuente plaza Alonso Martínez,PLAZA ALONSO MARTINEZ 1,Monumentos de la ciudad de Madrid,116.27159416519548
389772,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente plaza Doctor Cirajas,Pza Doctor Cirajas ,Monumentos de la ciudad de Madrid,709.8403564616956
384397,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente plaza Eliptica,Pza Fernández Ladreda ,Monumentos de la ciudad de Madrid,1450.7597041671218
343182,Calle Virgen de la Alegría nº 18,Avenida Donostiarra,13,Fuente plaza José Banús,Pza José Banús ,Monumentos de la ciudad de Madrid,71.84461998828667
416655,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente plaza José María Escrivá de Balaguer,Pza José María Escrivá de Balaguer ,Monumentos de la ciudad de Madrid,2454.4441563963933
269712,Calle Bravo Murillo nº 44,Bravo Murillo 44,10,Fuente plaza Juan Zorrilla,PLAZA JUAN ZORRILLA 1,Monumentos de la ciudad de Madrid,36.309400393917635
400529,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente plaza Munilla,PLAZA MUNILLA 1,Monumentos de la ciudad de Madrid,2337.2791150967173
414866,Calle Jose del Hierro nº 5,C.D. Concepción,3,Fuente plaza Reverencia,Pza Reverencia ,Monumentos de la ciudad de Madrid,683.0220470369854
400531,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente plaza San Jaime,C San Jaime ,Monumentos de la ciudad de Madrid,2402.6686458130644
273300,Plaza de San Juan de la Cruz nº 11,Plaza de San Juan de la Cruz,11,Fuente plaza San Juan de la Cruz,PLAZA SAN JUAN DE LA CRUZ 1,Monumentos de la ciudad de Madrid,76.96888284083074
384391,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente plaza de Carabanchel,Pza Carabanchel ,Monumentos de la ciudad de Madrid,3362.1864087346144
293001,Calle Manuel Silvela nº 20,Manuel Silvela,10,Fuente plaza de Chamberí,PLAZA CHAMBERI 1,Monumentos de la ciudad de Madrid,289.92178897549536
293002,Calle Manuel Silvela nº 20,Manuel Silvela,10,Fuente plaza de Olavide,PLAZA OLAVIDE 1,Monumentos de la ciudad de Madrid,241.69291101931444
253579,Paseo de la Castellana nº 122,Castellana frente a Hermanos Pinzón,13,Fuente plaza de Quito,PLAZA QUITO ,Monumentos de la ciudad de Madrid,126.44455465314319
386180,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuente plaza Ágata,Pza Ágata ,Monumentos de la ciudad de Madrid,4792.365385840312
396951,Calle Camino de los Vinateros nº 108,Marroquina,10,Fuente principal del parque de Moratalaz, ,Monumentos de la ciudad de Madrid,186.7007541494667
398752,Calle Arroyo de las Pilillas nº 6,Plaza del Encuentro,12,Fuente semicircular Pinos,PARQUE PINOS ,Monumentos de la ciudad de Madrid,670.2134068575091
405925,Calle Caramuel nº 51,Caramuel,14,Fuente tipo Alhambra,C Principal de Provincias ,Monumentos de la ciudad de Madrid,1132.109469977638
49365,Calle Jesús nº 1,Huertas,10,Fuente-estanque Paseo del Prado,Pº Prado 20,Monumentos de la ciudad de Madrid,234.7418498600776
205270,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fuente-pilón,CALLE ROSALEDA 1,Monumentos de la ciudad de Madrid,247.87941281468787
70829,Plaza de la Cebada nº 16 ,Plaza de la Cebada,25,Fuentecilla del Leal,C Toledo ,Monumentos de la ciudad de Madrid,237.42913521398148
119214,Calle Espalter nº 1,Espalter,7,Fuentecillas del Jardín Botánico,Pza Murillo 2,Monumentos de la ciudad de Madrid,135.89341343691345
117423,Calle Almadén nº 28,Almadén,15,Fuentecillas del Prado,Pº Prado ,Monumentos de la ciudad de Madrid,173.28526232839982
63664,Plaza del Cordón,Plaza del Cordón,18,Fuentecita columna torsa. Jardín Príncipe de Anglona, ,Monumentos de la ciudad de Madrid,148.06667370401013
432818,Calle Francos Rodríguez nº 62,Francos Rodríguez,2,Fuentes Barrilete,AVENIDA BETANZOS 1,Monumentos de la ciudad de Madrid,1742.8255975655013
303823,Calle Segovia nº 45,Segovia 45,11,Fuentes Lavadero de los jardines de la Virgen del Puerto,Pº Ermita de la Virgen del Puerto ,Monumentos de la ciudad de Madrid,565.6501972649565
386225,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuentes avenida de los Poblados-Rafaela Ybarra,Avda Poblados ,Monumentos de la ciudad de Madrid,2190.9643515162506
425651,Calle Sodio nº 1B,Embajadores 191,6,Fuentes con surtidores en la Gran Vía de Villaverde,C Gran Vía de Villaverde ,Monumentos de la ciudad de Madrid,4295.934571667506
405940,Calle Caramuel nº 51,Caramuel,14,Fuentes de Caracol,Pq Cuña Verde ,Monumentos de la ciudad de Madrid,2667.052402283886
85173,Glorieta de Embajadores nº 6,Embajadores 1,3,Fuentes de Embajadores,C Embajadores ,Monumentos de la ciudad de Madrid,14.114129828877322
115638,Calle Antonio Maura nº 15,Antonio Maura,9,Fuentes de la Alcachofa del Parterre,Pº Parterre ,Monumentos de la ciudad de Madrid,254.5507217811561
122809,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Fuentes de la Bellota, ,Monumentos de la ciudad de Madrid,105.67827980609087
232122,Paseo de la Chopera nº 14,Entrada Matadero,19,Fuentes de la Junta de la Arganzuela,Pº Chopera 10,Monumentos de la ciudad de Madrid,119.56863061944625
400572,Calle Hacienda de Pavones nº 342,Pavones,8,Fuentes de la Puerta del Sol,Pº Federico García Lorca ,Monumentos de la ciudad de Madrid,2978.2019854270234
384440,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes de la avenida Poblados,Avda Poblados ,Monumentos de la ciudad de Madrid,3374.557713219211
470455,Avenida Complutense nº 23,Facultad Derecho,5,Fuentes de la avenida de la Ilustración,AVENIDA ILUSTRACION ,Monumentos de la ciudad de Madrid,2405.600794881097
54715,Calle Pavía nº 6,San Quintín,6,Fuentes de la plaza de Oriente,Pza Oriente ,Monumentos de la ciudad de Madrid,136.80442868968504
375485,Calle Azucenas nº 1,Remonta,2,Fuentes del parque Vaguada,Avda Betanzos ,Monumentos de la ciudad de Madrid,2384.864164482232
389822,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuentes en la calle Hermanos García Noblejas,AVENIDA INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA 128,Monumentos de la ciudad de Madrid,1361.6593534249048
384447,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes en la calle Vía Lusitana,C Braganza ,Monumentos de la ciudad de Madrid,1669.6355709454267
400576,Calle Hacienda de Pavones nº 342,Pavones,8,Fuentes en la glorieta Ruíz Giménez y monolito primera Fuente Canal Y II,CALLE JOAQUIN RUIZ-GIMENEZ CORTES ,Monumentos de la ciudad de Madrid,2047.9201018681904
389825,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuentes en la plaza de Ciudad Lineal,C Alcalá 416,Monumentos de la ciudad de Madrid,952.3318753398148
384450,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes en la vía Lusitana,C Juan Ramón Carrero ,Monumentos de la ciudad de Madrid,2553.17086824241
384451,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes en la vía Lusitana,C Faro ,Monumentos de la ciudad de Madrid,2201.916996030325
119236,Calle Espalter nº 1,Espalter,7,Fuentes estrelladas del Jardín Botánico,Pza Murillo 2,Monumentos de la ciudad de Madrid,196.1781149399202
280526,Calle Velázquez nº 130,Velázquez 130,17,Fuentes gemelas López de Hoyos,CALLE LOPEZ DE HOYOS 27,Monumentos de la ciudad de Madrid,266.9655110483024
60102,Calle Carretas nº 8,Carretas,0,Fuentes gemelas de la Puerta del Sol,Pza Sol ,Monumentos de la ciudad de Madrid,94.252987731681
389831,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuentes gemelas de la Quinta de los Molinos,CALLE ALCALA 527,Monumentos de la ciudad de Madrid,1992.918864272834
303813,Calle Segovia nº 45,Segovia 45,11,Fuentes gemelas de la glorieta Boccherini,GLORIETA BOCCHERINI ,Monumentos de la ciudad de Madrid,218.34139614567823
54728,Calle Pavía nº 6,San Quintín,6,Fuentes gemelas de los jardines de Sabatini, ,Monumentos de la ciudad de Madrid,245.4281053921698
303817,Calle Segovia nº 45,Segovia 45,11,Fuentes gemelas de los jardines del Campo del Moro, ,Monumentos de la ciudad de Madrid,463.66521450179476
470474,Avenida Complutense nº 23,Facultad Derecho,5,Fuentes gemelas del jardín de la Quinta del duque de Arco,MONTE EL PARDO ,Monumentos de la ciudad de Madrid,12287.111843858384
384459,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes gemelas del palacio nuevo del duque de Riansares,C Arnedo 22,Monumentos de la ciudad de Madrid,3084.726078974753
384460,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuentes gemelas del palacio viejo de la reina Cristina,CALLE GENERAL RICARDOS 179,Monumentos de la ciudad de Madrid,2670.208492299788
336077,Calle Sancho Dávila esquina Paseo Marqués de Zafra,Quinta Fuente del Berro,9,Fuentes gemelas del parque Fuente del Berro, ,Monumentos de la ciudad de Madrid,256.2555141407105
307408,Calle Toledo nº 181,Pirámides,8,Fuentes menores de Arganzuela,PASEO YESERIAS 1,Monumentos de la ciudad de Madrid,165.02058657485736
52945,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Fuentes neoclásicas en el Paseo del Prado,Pº Prado 4,Monumentos de la ciudad de Madrid,205.62787849237705
309202,Paseo de la Esperanza nº 21,Paseo de la Esperanza,16,Fuentes piramidales, ,Monumentos de la ciudad de Madrid,133.23527870163596
316371,Paseo de Yeserías nº 45,Madrid Río-Yeserías,7,Fuentes playa Arganzuela,Pº Yeserías ,Monumentos de la ciudad de Madrid,249.76199205079516
425684,Calle Sodio nº 1B,Embajadores 191,6,Fuentes rectangulares de la Gran Vía de Villaverde,C Gran Vía de Villaverde ,Monumentos de la ciudad de Madrid,4228.2170209250235
94167,Plaza de Santa Ana nº 10,Plaza de Santa Ana,22,Fundacion de la Falange Española,C Príncipe 14,Monumentos de la ciudad de Madrid,134.43841247706496
52952,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Fundación de la Sociedad General Autores de España (SGAE),Ctra Fernanflor 10,Monumentos de la ciudad de Madrid,56.724685175724616
